SubscriberCode,Gender,ElderlySubscriber,HasPartner,HasDependents,SubscriptionLengthMonths,HasPhoneService,HasMultipleLines,InternetServiceType,OnlineSecurityEnabled,OnlineBackupEnabled,DeviceProtectionEnabled,TechSupportEnabled,StreamingTVService,StreamingMoviesService,SubscriptionPlan,UsesPaperlessBilling,PaymentMethodUsed,MonthlyPaymentUGX,TotalPaymentUGX,DroppedService,District,MobileMoneySubscription,RuralSubscriber
0564-JJHGS,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,343800.0,2984760.0,Yes,Mukono,Yes,No
3348-CFRNX,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Pay As You Go,Yes,Cash Payment at Agent,332460.0,9370440.0,Yes,Wakiso,Yes,No
4402-FTBXC,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Pay As You Go,No,Cash Payment at Agent,323280.0,16801200.0,No,Jinja,Yes,Yes
1428-GTBJJ,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Pay As You Go,Yes,Mobile Money,268380.0,2969100.0,Yes,Kampala,Yes,No
2931-XIQBR,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,6 Months Contract,No,Cash Payment at Agent,370980.0,18552600.0,No,Fort Portal,Yes,Yes
0106-UGRDO,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Mobile Money,417600.0,29458260.0,No,Fort Portal,Yes,Yes
5542-TBBWB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,251640.0,251640.0,No,Mukono,Yes,No
1930-QPBVZ,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,12 Months Contract,No,Bank Standing Order,342360.0,24060240.0,No,Jinja,Yes,Yes
2606-PKWJB,Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,6 Months Contract,No,Cash Payment at Agent,144900.0,5630580.0,Yes,Jinja,No,Yes
5322-ZSMZY,Male,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,92700.0,2720160.0,No,Wakiso,Yes,No
8059-UDZFY,Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Pay As You Go,Yes,Bank Standing Order,379260.0,12474180.0,No,Mbarara,Yes,Yes
7740-BTPUX,Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Mobile Money,408960.0,22653720.0,No,Wakiso,Yes,No
5220-AGAAX,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Bank Standing Order,86400.0,5991480.0,Yes,Arua,Yes,Yes
0208-BPQEJ,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Bank Standing Order,69840.0,713160.0,No,Jinja,Yes,Yes
9435-JMLSX,Male,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,309960.0,21765240.0,No,Fort Portal,Yes,Yes
3352-ALMCK,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Pay As You Go,Yes,Cash Payment at Agent,369540.0,14789340.0,Yes,Gulu,No,Yes
5312-IRCFR,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,6 Months Contract,Yes,Mobile Money,334260.0,21530700.0,No,Mukono,No,No
5294-IMHHT,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,6 Months Contract,No,Bank Standing Order,351900.0,18155520.0,No,Fort Portal,Yes,Yes
8802-UNOJF,Male,1,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Pay As You Go,Yes,Cash Payment at Agent,301680.0,3707100.0,Yes,Mbarara,Yes,Yes
6313-GIDIT,Male,1,No,No,53,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,196020.0,10276380.0,Yes,Fort Portal,Yes,Yes
6176-YJWAS,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,12 Months Contract,Yes,Card Payment,352620.0,25611300.0,No,Mbarara,Yes,Yes
5310-NOOVA,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Mobile Money,71820.0,3265380.0,No,Jinja,Yes,Yes
4526-EXKKN,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,Yes,Cash Payment at Agent,88560.0,3506220.0,Yes,Mbarara,Yes,Yes
5311-IHLEI,Male,0,No,No,12,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Pay As You Go,Yes,Bank Standing Order,183420.0,2180700.0,No,Fort Portal,Yes,Yes
3987-KQDDU,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Pay As You Go,No,Mobile Money,272160.0,2381580.0,No,Fort Portal,Yes,Yes
3404-JNXAX,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Pay As You Go,Yes,Mobile Money,290700.0,14820840.0,Yes,Arua,No,Yes
5131-PONJI,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Pay As You Go,Yes,Card Payment,325440.0,16180740.0,No,Jinja,Yes,Yes
2845-AFFTX,Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,359280.0,15333480.0,Yes,Arua,Yes,Yes
3489-VSFRD,Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,6 Months Contract,Yes,Card Payment,216900.0,11817900.0,No,Mbarara,Yes,Yes
3345-JHUEO,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Mobile Money,72720.0,200520.0,No,Jinja,No,Yes
5815-HGGHV,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,No,Yes,6 Months Contract,Yes,Cash Payment at Agent,230940.0,4588020.0,No,Mbarara,Yes,Yes
5260-UMPWX,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Card Payment,72900.0,1778220.0,No,Arua,Yes,Yes
2249-YPRNG,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Pay As You Go,Yes,Bank Standing Order,381060.0,8062740.0,Yes,Gulu,Yes,Yes
7410-YTJIK,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,No,Cash Payment at Agent,271620.0,1730700.0,No,Mukono,Yes,No
4626-GYCZP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,337860.0,2288160.0,Yes,Kampala,Yes,No
5649-RXQTV,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,356400.0,18137340.0,Yes,Arua,Yes,Yes
2674-MIAHT,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,289080.0,1167120.0,No,Gulu,No,Yes
2576-HXMPA,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Card Payment,70380.0,70380.0,No,Mbarara,Yes,Yes
7587-AOVVU,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Pay As You Go,No,Mobile Money,362700.0,10056780.0,No,Mukono,Yes,No
5590-BYNII,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,362700.0,7542000.0,Yes,Gulu,Yes,Yes
6898-MDLZW,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Pay As You Go,Yes,Cash Payment at Agent,193500.0,2335140.0,No,Jinja,Yes,Yes
3237-AJGEH,Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Pay As You Go,Yes,Cash Payment at Agent,111600.0,342180.0,Yes,Kampala,Yes,No
4707-YNOQA,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,Yes,Card Payment,92160.0,3301740.0,Yes,Fort Portal,Yes,Yes
9357-UJRUN,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,6 Months Contract,Yes,Mobile Money,210060.0,4848840.0,No,Fort Portal,Yes,Yes
1591-NFNLQ,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Pay As You Go,No,Card Payment,288000.0,15272460.0,Yes,Mbarara,Yes,Yes
8648-PFRMP,Female,1,No,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,166860.0,2421720.0,No,Mbarara,Yes,Yes
7663-CUXZB,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,No,Mobile Money,409500.0,23620500.0,No,Mbarara,No,Yes
0258-NOKBL,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Pay As You Go,No,Mobile Money,325440.0,966420.0,No,Kampala,Yes,No
1163-VIPRI,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,12 Months Contract,No,Mobile Money,393480.0,26415180.0,No,Fort Portal,Yes,Yes
2815-CPTUL,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,252900.0,1194840.0,Yes,Fort Portal,Yes,Yes
9348-ROUAI,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,No,Card Payment,325080.0,18698580.0,No,Wakiso,Yes,No
9443-JUBUO,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Card Payment,234900.0,16123860.0,No,Mbarara,Yes,Yes
0596-BQCEQ,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Pay As You Go,Yes,Mobile Money,360540.0,22619880.0,Yes,Arua,No,Yes
1481-ZUWZA,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Pay As You Go,Yes,Card Payment,340200.0,9573840.0,Yes,Fort Portal,Yes,Yes
3043-TYBNO,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Pay As You Go,No,Cash Payment at Agent,218340.0,708840.0,Yes,Gulu,Yes,Yes
4830-FAXFM,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Card Payment,86760.0,1581120.0,No,Mbarara,Yes,Yes
5906-BFOZT,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Cash Payment at Agent,70200.0,70200.0,Yes,Mukono,Yes,No
2960-NKRSO,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Pay As You Go,Yes,Mobile Money,309420.0,7585740.0,No,Jinja,Yes,Yes
8996-ZROXE,Male,1,No,No,57,Yes,No,DSL,No,No,Yes,Yes,No,No,6 Months Contract,Yes,Mobile Money,192600.0,10928880.0,No,Gulu,Yes,Yes
5598-IKHQQ,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,91620.0,6719220.0,No,Wakiso,No,No
0397-ZXWQF,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Bank Standing Order,73800.0,5151420.0,No,Wakiso,Yes,No
5266-PFRQK,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,Yes,Card Payment,75060.0,3857760.0,No,Mukono,Yes,No
4674-HGNUA,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,No,Card Payment,323640.0,23245740.0,No,Jinja,Yes,Yes
6765-MBQNU,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,93600.0,2462580.0,No,Mbarara,Yes,Yes
9786-IJYDL,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Cash Payment at Agent,407520.0,14090580.0,No,Wakiso,Yes,No
1303-SRDOK,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No,12 Months Contract,Yes,Card Payment,248580.0,13833360.0,Yes,Arua,Yes,Yes
3769-MHZNV,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,72360.0,2413260.0,No,Mbarara,Yes,Yes
6295-OSINB,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,12 Months Contract,Yes,Mobile Money,394740.0,28368900.0,No,Wakiso,Yes,No
3308-MHOOC,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Cash Payment at Agent,69120.0,69120.0,No,Fort Portal,Yes,Yes
2309-OSFEU,Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Pay As You Go,Yes,Cash Payment at Agent,122040.0,1074420.0,Yes,Mukono,Yes,No
2207-QPJED,Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Pay As You Go,No,Mobile Money,324000.0,12138300.0,Yes,Gulu,No,Yes
4177-JPDFU,Male,0,No,No,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Pay As You Go,No,Cash Payment at Agent,122400.0,1592820.0,No,Mbarara,Yes,Yes
2239-CFOUJ,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,73440.0,73440.0,No,Arua,Yes,Yes
8046-DNVTL,Male,0,Yes,No,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,12 Months Contract,Yes,Card Payment,138960.0,8443980.0,No,Mbarara,No,Yes
2209-XADXF,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Pay As You Go,No,Bank Standing Order,90900.0,90900.0,Yes,Gulu,Yes,Yes
6620-JDYNW,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,218160.0,4162860.0,No,Gulu,Yes,Yes
1891-FZYSA,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Pay As You Go,Yes,Mobile Money,323820.0,22115340.0,Yes,Kampala,No,No
4770-UEZOX,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Pay As You Go,Yes,Mobile Money,269100.0,521280.0,No,Kampala,No,No
1038-RQOST,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,74160.0,1493820.0,No,Mukono,Yes,No
7613-LLQFO,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Mobile Money,304020.0,3814380.0,Yes,Wakiso,Yes,No
4568-TTZRT,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,73440.0,654480.0,No,Mukono,Yes,No
9513-DXHDA,Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,6 Months Contract,No,Mobile Money,294120.0,7965180.0,No,Mbarara,No,Yes
2640-PMGFL,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Pay As You Go,Yes,Mobile Money,286200.0,7849980.0,Yes,Gulu,No,Yes
3801-HMYNL,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Pay As You Go,No,Cash Payment at Agent,320940.0,320940.0,Yes,Arua,Yes,Yes
0516-QREYC,Female,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Cash Payment at Agent,73080.0,1655820.0,No,Jinja,No,Yes
9685-WKZGT,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,269820.0,3732300.0,Yes,Mbarara,Yes,Yes
6022-UGGSO,Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Pay As You Go,Yes,Mobile Money,267840.0,8197020.0,Yes,Kampala,Yes,No
8084-OIVBS,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Cash Payment at Agent,72000.0,763020.0,No,Kampala,Yes,No
8896-BQTTI,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Cash Payment at Agent,90000.0,90000.0,No,Kampala,Yes,No
3865-QBWSJ,Male,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,289620.0,11385540.0,No,Fort Portal,Yes,Yes
3352-RICWQ,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,71100.0,758340.0,No,Arua,Yes,Yes
2160-GPFXD,Male,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,12 Months Contract,Yes,Card Payment,236340.0,12840120.0,Yes,Fort Portal,No,Yes
2065-MMKGR,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,6 Months Contract,Yes,Card Payment,255600.0,7488360.0,Yes,Arua,Yes,Yes
5857-TYBCJ,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Pay As You Go,Yes,Mobile Money,321120.0,14544720.0,Yes,Arua,Yes,Yes
1498-NHTLT,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Mobile Money,312300.0,18669600.0,No,Wakiso,Yes,No
4484-CGXFK,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Pay As You Go,Yes,Mobile Money,199080.0,706140.0,Yes,Mukono,Yes,No
1402-PTHGN,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No,6 Months Contract,Yes,Cash Payment at Agent,221400.0,3914820.0,Yes,Gulu,No,Yes
4176-RELJR,Male,1,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,90360.0,6019740.0,No,Jinja,No,Yes
6214-EDAKZ,Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Pay As You Go,No,Mobile Money,198540.0,4341780.0,Yes,Gulu,Yes,Yes
5199-FPUSP,Male,0,No,Yes,33,No,No phone service,DSL,Yes,No,No,Yes,No,No,6 Months Contract,No,Card Payment,122580.0,4010220.0,No,Jinja,Yes,Yes
6377-KSLXC,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,71820.0,385380.0,No,Wakiso,Yes,No
1796-JANOW,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,71820.0,137340.0,Yes,Gulu,No,Yes
0238-WHBIQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,No,Card Payment,322920.0,22821480.0,Yes,Gulu,Yes,Yes
8735-NBLWT,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Cash Payment at Agent,73440.0,662760.0,No,Kampala,Yes,No
6651-RLGGM,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Cash Payment at Agent,94680.0,6080040.0,Yes,Gulu,No,Yes
6127-ISGTU,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Mobile Money,305820.0,4961700.0,Yes,Gulu,Yes,Yes
1614-JBEBI,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,Yes,Cash Payment at Agent,74520.0,495360.0,No,Fort Portal,Yes,Yes
8740-XLHDR,Male,0,No,No,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Pay As You Go,Yes,Cash Payment at Agent,155700.0,788400.0,Yes,Jinja,No,Yes
1208-DNHLN,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,6 Months Contract,Yes,Card Payment,174060.0,3841740.0,Yes,Kampala,Yes,No
1761-AEZZR,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,Yes,Mobile Money,286380.0,286380.0,Yes,Wakiso,No,No
3923-CSIHK,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,255780.0,12401460.0,Yes,Kampala,Yes,No
5696-EXCYS,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,12 Months Contract,No,Card Payment,70020.0,1328580.0,Yes,Mukono,Yes,No
5795-KTGUD,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,398880.0,27192960.0,No,Mukono,Yes,No
7120-RFMVS,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Pay As You Go,No,Mobile Money,304200.0,304200.0,Yes,Fort Portal,No,Yes
7924-GJZFI,Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Pay As You Go,Yes,Mobile Money,249480.0,6527160.0,Yes,Arua,Yes,Yes
4702-HDRKD,Male,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,6 Months Contract,Yes,Bank Standing Order,177660.0,11956860.0,No,Mbarara,No,Yes
8512-WIWYV,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Card Payment,73260.0,2547000.0,No,Mbarara,No,Yes
5897-ZYEKH,Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,6 Months Contract,Yes,Mobile Money,380160.0,25603740.0,No,Mbarara,Yes,Yes
5456-ITGIC,Male,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Card Payment,232020.0,16707960.0,No,Mukono,Yes,No
7317-GGVPB,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Card Payment,390960.0,27687240.0,Yes,Wakiso,Yes,No
1406-PUQVY,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Pay As You Go,Yes,Mobile Money,179640.0,179640.0,No,Kampala,No,No
1322-AGOQM,Male,0,No,No,46,No,No phone service,DSL,No,Yes,No,No,No,No,Pay As You Go,No,Bank Standing Order,109080.0,4968360.0,Yes,Fort Portal,No,Yes
3677-IYRBF,Female,1,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Pay As You Go,Yes,Mobile Money,109440.0,283140.0,Yes,Mukono,No,No
5692-FPTAH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,163440.0,163440.0,Yes,Gulu,Yes,Yes
9114-AAFQH,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,6 Months Contract,Yes,Mobile Money,236340.0,11140740.0,No,Gulu,Yes,Yes
8715-KKTFG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,6 Months Contract,Yes,Bank Standing Order,371880.0,23466060.0,No,Arua,No,Yes
1550-LOAHA,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Pay As You Go,No,Bank Standing Order,302940.0,9309420.0,Yes,Kampala,Yes,No
1728-BQDMA,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Pay As You Go,No,Mobile Money,160020.0,297720.0,No,Mbarara,Yes,Yes
0268-QKIWO,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Pay As You Go,No,Mobile Money,71100.0,211860.0,Yes,Arua,No,Yes
0876-WDUUZ,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Pay As You Go,Yes,Card Payment,307440.0,1533240.0,Yes,Wakiso,Yes,No
5117-ZSMHQ,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,12 Months Contract,No,Bank Standing Order,323640.0,22833720.0,Yes,Arua,No,Yes
5151-HQRDG,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Pay As You Go,Yes,Cash Payment at Agent,198180.0,7310700.0,No,Wakiso,Yes,No
0960-HUWBM,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,12 Months Contract,Yes,Bank Standing Order,374760.0,24120180.0,No,Jinja,Yes,Yes
6465-GSRCL,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,6 Months Contract,Yes,Bank Standing Order,383760.0,26080920.0,No,Arua,Yes,Yes
0617-FHSGK,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Pay As You Go,No,Card Payment,270720.0,13241880.0,Yes,Fort Portal,No,Yes
0263-FJTQO,Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,12 Months Contract,Yes,Card Payment,253800.0,12551940.0,No,Mukono,Yes,No
7319-ZNRTR,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,6 Months Contract,No,Mobile Money,70560.0,1480140.0,No,Wakiso,Yes,No
2858-MOFSQ,Female,0,No,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,No,6 Months Contract,Yes,Cash Payment at Agent,201060.0,3375000.0,Yes,Fort Portal,No,Yes
